0.21144  	-0.0952  	0.03293  	0.63178  	0.70922  	-0.1066  	0.10516  	-0.2122  	0.14051  	0.08823  	0.25919  	1.10284  	-0.0397  	-0.3230  	-1.1573  	0.44867  	-0.1059  	0.40211  	-0.0909  	0.56590  	-0.4233  	-0.4647  	-0.6076  	0.58964  	-0.2412  	0.06741  	-0.2769  	-0.1421  	-0.6540  	-0.3943  	0.20256  	0.37783  	0.00825  	-0.1189  	0.29749  	0.39133  	-0.2331  	-0.0425  	-0.5874  	-0.1439  	0.54063  	0.00317  	-0.0188  	0.35989  	0.07961  	-0.0959  	0.02932  	0.03218  	0.01578  	-0.1068  	-0.0356  	-0.0247  	-0.0468  	-0.0407  	0.00442  	-0.0003  	0.03243  	0.00951  	-0.0169  	-0.0327  	-0.0206  	0.03085  	0.11932  	-0.0126  	0.15713  	-0.0713  	0.14386  	0.00223  	0.03884  	0.52401  	
0.10984  	-0.1102  	-0.0632  	0.51276  	0.66436  	-0.1471  	0.09340  	-0.2427  	0.11236  	0.07603  	0.25220  	1.03607  	-0.0566  	-0.4389  	-1.2284  	0.41254  	-0.0919  	0.37005  	-0.0772  	0.55645  	-0.4017  	-0.4696  	-0.5981  	0.60728  	-0.1833  	0.07520  	-0.2486  	-0.1388  	-0.6409  	-0.3701  	0.19705  	0.38936  	-0.0330  	-0.1366  	0.25333  	0.42611  	-0.2173  	-0.0458  	-0.5751  	-0.1517  	0.52925  	-0.0004  	-0.0243  	0.36484  	0.09463  	-0.1015  	0.02234  	0.01340  	0.02005  	-0.0997  	-0.0327  	-0.0286  	-0.0440  	-0.0348  	0.00580  	-0.0009  	0.03701  	0.01095  	-0.0166  	-0.0308  	-0.0247  	0.02758  	0.12029  	-0.0113  	0.15713  	-0.0713  	0.14386  	0.00223  	0.03884  	0.52401  	
0.01144  	-0.1578  	-0.0860  	0.53396  	0.61035  	-0.1835  	0.06383  	-0.2196  	0.10618  	-0.0179  	0.24906  	1.01787  	-0.1047  	-0.4896  	-1.1331  	0.36335  	-0.0575  	0.33841  	-0.0399  	0.54403  	-0.3122  	-0.5193  	-0.5616  	0.68921  	-0.2231  	0.08816  	-0.2129  	-0.2053  	-0.7271  	-0.3915  	0.18922  	0.38448  	-0.0475  	-0.1448  	0.30963  	0.39011  	-0.1554  	-0.0364  	-0.6406  	-0.1777  	0.51625  	-0.0053  	-0.0554  	0.36634  	0.08837  	-0.1007  	0.01631  	0.00117  	0.00682  	-0.1015  	-0.0386  	-0.0313  	-0.0482  	-0.0438  	-0.0027  	-0.0009  	0.04625  	0.01305  	-0.0166  	-0.0416  	-0.0294  	0.01916  	0.11636  	-0.0123  	0.15713  	-0.0713  	0.14386  	0.00223  	0.03884  	0.52401  	
0.26856  	-0.0264  	0.03724  	0.86974  	0.88291  	-0.0470  	0.07292  	-0.0941  	0.16837  	-0.0554  	-0.0796  	1.12302  	0.07813  	-0.1226  	-0.7659  	0.34592  	-0.0760  	0.30082  	-0.0812  	0.52945  	-0.3594  	-0.4440  	-0.5918  	0.63950  	-0.1919  	0.04958  	-0.2014  	-0.1828  	-0.6519  	-0.3027  	0.18964  	0.33536  	-0.0077  	-0.1077  	0.35322  	0.28836  	-0.2402  	-0.0680  	-0.5956  	-0.1261  	0.45430  	0.00796  	-0.0349  	0.35457  	0.08995  	-0.0987  	0.01738  	0.00903  	0.01190  	-0.1082  	-0.0328  	-0.0306  	-0.0584  	-0.0465  	-0.0115  	0.00962  	0.03556  	0.00697  	-0.0142  	-0.0332  	-0.0266  	0.03575  	0.10615  	-0.0195  	0.15713  	-0.0713  	0.14386  	0.00223  	0.03884  	0.52401  	
0.41144  	0.05326  	0.09513  	0.93119  	0.81801  	0.10999  	0.08543  	0.00492  	0.20680  	-0.0571  	-0.0553  	1.04307  	0.13390  	0.15122  	-0.5962  	0.29806  	-0.0728  	0.24747  	-0.0543  	0.41102  	-0.2040  	-0.3421  	-0.4819  	0.67673  	-0.1949  	0.07730  	-0.1092  	-0.4060  	-0.7211  	-0.2861  	0.18419  	0.37592  	0.01480  	-0.1090  	0.39465  	0.21907  	-0.1808  	-0.0376  	-0.5864  	-0.1464  	0.45424  	0.01508  	-0.0253  	0.36583  	0.07492  	-0.0901  	0.02650  	0.02539  	0.01742  	-0.1102  	-0.0580  	-0.0285  	-0.0496  	-0.0340  	-0.0102  	0.01416  	0.01172  	0.00949  	-0.0295  	-0.0395  	-0.0183  	0.03187  	0.09054  	-0.0197  	0.15713  	-0.0713  	0.14386  	0.00223  	0.03884  	0.52401  	
0.21447  	-0.0456  	-0.0862  	0.85464  	0.86996  	-0.1564  	0.13864  	-0.0523  	0.17271  	-0.0578  	0.10496  	1.11860  	0.07024  	0.03401  	-0.7671  	0.26702  	-0.0794  	0.30170  	-0.1147  	0.51475  	-0.1858  	-0.4223  	-0.6043  	0.69430  	-0.1854  	0.05798  	-0.1580  	-0.3009  	-0.6820  	-0.3432  	0.18788  	0.33921  	0.01258  	-0.1434  	0.40442  	0.24593  	-0.1856  	-0.0675  	-0.6053  	-0.1342  	0.42655  	0.02946  	-0.0641  	0.35584  	0.08306  	-0.0937  	0.02214  	0.00494  	0.00683  	-0.1006  	-0.0530  	-0.0288  	-0.0572  	-0.0341  	-0.0104  	0.00522  	0.03135  	0.00238  	-0.0171  	-0.0406  	-0.0168  	0.03860  	0.09996  	-0.0178  	0.15713  	-0.0713  	0.14386  	0.00223  	0.03884  	0.52401  	
-0.0888  	-0.1259  	-0.1743  	0.59248  	0.80234  	-0.2991  	0.06964  	-0.1591  	0.12659  	-0.0258  	0.26331  	1.17079  	-0.0043  	-0.1977  	-0.9348  	0.20935  	-0.0991  	0.32771  	-0.1022  	0.56031  	-0.2676  	-0.4974  	-0.5697  	0.68766  	-0.2919  	0.10237  	-0.2728  	-0.1767  	-0.6998  	-0.3798  	0.22043  	0.32927  	0.01374  	-0.1284  	0.33040  	0.26107  	-0.2291  	-0.0771  	-0.5936  	-0.1429  	0.46415  	0.04281  	-0.0953  	0.31813  	0.08962  	-0.0976  	0.03483  	-0.0101  	-0.0069  	-0.1022  	-0.0496  	-0.0293  	-0.0592  	-0.0385  	-0.0177  	0.00128  	0.03879  	0.00320  	-0.0102  	-0.0319  	-0.0184  	0.03621  	0.09678  	-0.0195  	0.15713  	-0.0713  	0.14386  	0.00223  	0.03884  	0.52401  	
0.24779  	0.02913  	0.01386  	0.88472  	0.87771  	-0.0221  	0.11854  	-0.0145  	0.21162  	-0.1127  	-0.1935  	1.13140  	0.13169  	0.13138  	-0.4814  	0.20196  	-0.0702  	0.31236  	-0.1070  	0.54015  	-0.3337  	-0.4090  	-0.5742  	0.64933  	-0.2196  	0.09528  	-0.1724  	-0.2032  	-0.6254  	-0.3346  	0.18896  	0.32036  	0.02517  	-0.1092  	0.31334  	0.21669  	-0.2473  	-0.0766  	-0.5424  	-0.1058  	0.45344  	0.00641  	-0.0382  	0.36170  	0.10039  	-0.1066  	0.02914  	0.02372  	0.01952  	-0.0917  	-0.0381  	-0.0271  	-0.0584  	-0.0473  	-0.0057  	0.01151  	0.03291  	0.00528  	-0.0244  	-0.0397  	-0.0176  	0.03713  	0.10165  	-0.0165  	0.15713  	-0.0713  	0.14386  	0.00223  	0.03884  	0.52401  	
0.42360  	0.06809  	-0.0243  	1.30521  	1.05126  	0.12984  	0.13364  	-0.0586  	0.19458  	-0.0989  	-0.4529  	1.02334  	0.23054  	0.33352  	-0.2321  	0.09199  	-0.0562  	0.26038  	-0.1352  	0.39544  	-0.4382  	-0.3021  	-0.5424  	0.64698  	-0.0795  	0.07364  	-0.0988  	-0.2663  	-0.4972  	-0.2339  	0.19451  	0.32806  	0.00779  	-0.1076  	0.33062  	0.22552  	-0.3377  	-0.1090  	-0.4941  	-0.0906  	0.40198  	0.02105  	-0.0446  	0.34174  	0.08131  	-0.1116  	0.03785  	0.04074  	0.02992  	-0.1095  	-0.0413  	-0.0321  	-0.0564  	-0.0429  	-0.0090  	0.01469  	0.02563  	0.01021  	-0.0264  	-0.0344  	-0.0168  	0.03972  	0.10223  	-0.0120  	0.15713  	-0.0713  	0.14386  	0.00223  	0.03884  	0.52401  	
0.36751  	-0.0264  	-0.0816  	1.28852  	1.09578  	-0.0634  	0.09030  	-0.0732  	0.17109  	-0.0971  	-0.2602  	1.12593  	0.18002  	0.16435  	-0.3512  	0.21540  	-0.0592  	0.21868  	-0.0562  	0.42640  	-0.3442  	-0.3415  	-0.5591  	0.64723  	-0.1076  	0.08327  	-0.0808  	-0.2697  	-0.6158  	-0.2672  	0.16686  	0.34106  	0.01055  	-0.1222  	0.40820  	0.20829  	-0.2369  	-0.0751  	-0.5861  	-0.1170  	0.38832  	0.05422  	-0.0569  	0.36909  	0.08711  	-0.0936  	0.02516  	0.02352  	0.01560  	-0.1040  	-0.0458  	-0.0306  	-0.0562  	-0.0389  	-0.0011  	0.01271  	0.03482  	0.00405  	-0.0129  	-0.0365  	-0.0287  	0.04572  	0.08792  	-0.0287  	0.15713  	-0.0713  	0.14386  	0.00223  	0.03884  	0.52401  	
